id,cluster_id,latitude,longitude,vehicle_type,is_peak,Final_VIRS_Score
V000509,2,12.958221,77.694154,AUTO,1,0.7542
V000510,2,12.958174,77.700145,CAR,1,0.5639
V000511,2,12.95572,77.699514,CAR,1,0.9099
V000512,2,12.958169,77.701979,BIKE,1,0.7975
V000513,2,12.95252,77.697539,CAR,0,0.5854
V000514,2,12.957921,77.702631,CAR,0,0.7415
V000515,2,12.954052,77.699752,CAR,1,0.99
V000516,2,12.949284,77.700567,BIKE,0,0.728
V000517,2,12.95448,77.692603,AUTO,0,0.8807
V000518,2,12.957436,77.701184,CAR,0,0.9394
V000519,3,12.966034,77.750805,CAR,1,0.6027
V000520,3,12.978892,77.75256,AUTO,0,0.7268
V000521,3,12.971325,77.746737,CAR,0,0.4343
V000522,3,12.965836,77.753872,BIKE,0,0.5396
V000523,3,12.973777,77.750331,AUTO,0,0.7192
V000524,3,12.966467,77.758635,AUTO,0,0.6064
V000525,3,12.966509,77.754952,BIKE,1,0.5844
V000526,3,12.967625,77.755645,CAR,1,0.5395
V000527,3,12.96621,77.746029,CAR,1,0.5264
V000528,3,12.963128,77.753295,CAR,1,0.4776
V000529,3,12.967084,77.74997,AUTO,0,0.6616
V000530,3,12.967062,77.747268,CAR,1,0.7345
V000531,3,12.969179,77.755412,BIKE,1,0.7259
V000532,3,12.970161,77.746055,AUTO,0,0.5433
V000533,3,12.97463,77.748683,AUTO,0,0.5243
V000534,3,12.972155,77.749648,BIKE,1,0.4337
V000535,3,12.969174,77.756561,BIKE,0,0.4884
V000536,3,12.96557,77.742409,CAR,1,0.7044
V000537,3,12.967456,77.751073,BIKE,0,0.4359
V000538,3,12.965767,77.7472,BIKE,0,0.5083
V000539,3,12.970275,77.748402,CAR,1,0.5174
V000540,3,12.972564,77.755744,BIKE,1,0.4943
V000541,3,12.971262,77.756263,CAR,0,0.611
V000542,3,12.974731,77.749114,AUTO,1,0.6695
V000543,3,12.970365,77.742974,CAR,0,0.5212
V000544,3,12.964682,77.745872,AUTO,0,0.5424
V000545,3,12.973617,77.751981,BIKE,0,0.5675
V000546,3,12.973229,77.745552,TRUCK,1,0.6502
V000547,3,12.969095,77.751601,CAR,0,0.2066
V000548,3,12.969597,77.752826,CAR,0,0.541
V000549,3,12.97007,77.75046,CAR,1,0.5694
V000550,3,12.970503,77.75516,BIKE,0,0.3418
V000551,3,12.968317,77.746381,AUTO,1,0.5297
V000552,3,12.965122,77.744792,BIKE,0,0.7573
V000553,3,12.968189,77.746222,BUS,1,0.5218
V000554,3,12.966388,77.75259,CAR,1,0.4502
V000555,3,12.97444,77.754184,CAR,0,0.4936
V000556,3,12.965592,77.751566,BIKE,1,0.5028
V000557,3,12.974116,77.74521,CAR,0,0.6267
V000558,3,12.973288,77.747222,BIKE,1,0.356
V000559,3,12.967632,77.747224,CAR,1,0.3314
V000560,3,12.97288,77.753871,BIKE,0,0.6192
V000561,3,12.96809,77.760539,AUTO,1,0.6167
V000562,3,12.965757,77.756018,BIKE,1,0.4707
V000563,3,12.971339,77.750378,CAR,1,0.5513
V000564,3,12.968002,77.755918,TRUCK,0,0.537
V000565,3,12.974201,77.752702,BIKE,1,0.6172
V000566,3,12.967226,77.748962,CAR,1,0.6664
V000567,3,12.966378,77.750435,CAR,1,0.7571
V000568,3,12.964296,77.747463,CAR,1,0.5063
V000569,3,12.969829,77.747859,BIKE,1,0.3745
V000570,3,12.973173,77.743837,TRUCK,1,0.5859
V000571,3,12.969837,77.749535,BIKE,1,0.7711
V000572,3,12.979776,77.746339,CAR,0,0.6677
V000573,3,12.971773,77.74957,CAR,0,0.6165
V000574,3,12.970102,77.749329,CAR,0,0.6815
V000575,3,12.967142,77.745819,BIKE,0,0.4819
V000576,3,12.973704,77.749379,AUTO,1,0.7217
V000577,3,12.966512,77.756302,CAR,0,0.5427
V000578,3,12.966241,77.744125,BIKE,1,0.6259
V000579,3,12.965456,77.74497,BIKE,0,0.6112
V000580,3,12.972089,77.742626,CAR,1,0.4687
V000581,3,12.970268,77.741029,AUTO,1,0.3913
V000582,3,12.971386,77.751222,AUTO,0,0.6573
V000583,3,12.969792,77.751214,CAR,0,0.6114
V000584,3,12.96847,77.74673,CAR,1,0.6006
V000585,3,12.967247,77.747347,CAR,1,0.4705
V000586,3,12.970114,77.746549,CAR,1,0.647
V000587,3,12.973885,77.747852,CAR,0,0.5009
V000588,3,12.96988,77.745204,BIKE,0,0.6153
V000589,3,12.969796,77.74106,CAR,1,0.5929
V000590,3,12.977124,77.745921,BIKE,1,0.6595
V000591,3,12.964708,77.747422,CAR,1,0.4689
V000592,3,12.970907,77.744598,CAR,0,0.5126
V000593,3,12.974513,77.754226,CAR,0,0.4594
V000594,3,12.975487,77.748395,CAR,1,0.4599
V000595,3,12.969898,77.748826,AUTO,0,0.5341
V000596,3,12.97149,77.752904,CAR,1,0.6903
V000597,3,12.968622,77.739936,BIKE,1,0.2946
V000598,3,12.970255,77.750737,BIKE,1,0.7841
V000599,3,12.971018,77.747055,CAR,0,0.5534
V000600,3,12.967074,77.758126,CAR,0,0.5461
V000601,3,12.969677,77.747664,CAR,0,0.5643
V000602,3,12.964422,77.746863,TRUCK,1,0.535
V000603,3,12.969441,77.756181,AUTO,1,0.5265
V000604,3,12.968012,77.750842,CAR,1,0.7403
V000605,3,12.972363,77.75651,CAR,1,0.5429
V000606,3,12.966734,77.74516,CAR,1,0.8297
V000607,3,12.974796,77.752751,AUTO,0,0.7859
V000608,3,12.96795,77.742105,CAR,1,0.6772
V000609,3,12.979239,77.748587,AUTO,1,0.4995
V000610,3,12.967533,77.747476,TRUCK,0,0.6769
V000611,3,12.967675,77.741821,BIKE,1,0.403
V000612,3,12.966751,77.749318,TRUCK,1,0.5516
V000613,3,12.966436,77.751092,BIKE,1,0.538
V000614,3,12.971229,77.754366,CAR,1,0.6084
V000615,3,12.966461,77.749712,BIKE,1,0.7012
V000616,3,12.967831,77.750803,CAR,1,0.5052
V000617,3,12.973356,77.755694,CAR,1,0.6695
V000618,3,12.969497,77.748195,CAR,0,0.4134
V000619,3,12.967113,77.748737,AUTO,0,0.6914
V000620,3,12.970482,77.74884,CAR,1,0.5505
V000621,3,12.978107,77.746619,BIKE,0,0.6531
V000622,3,12.972883,77.75507,CAR,1,0.4471
V000623,3,12.964765,77.754192,CAR,1,0.494
V000624,3,12.96771,77.748117,BUS,0,0.6387
V000625,3,12.970416,77.753878,BIKE,1,0.6986
V000626,3,12.966663,77.757305,BUS,0,0.4139
V000627,3,12.977853,77.752365,CAR,0,0.4281
V000628,3,12.974011,77.749717,TRUCK,1,0.5554
V000629,3,12.964626,77.746748,CAR,0,0.5782
V000630,3,12.972918,77.751149,CAR,1,0.6399
V000631,3,12.966503,77.745005,CAR,1,0.59
V000632,3,12.971984,77.750971,AUTO,0,0.6168
V000633,3,12.966895,77.751479,CAR,1,0.6302
V000634,3,12.967306,77.747894,CAR,0,0.415
V000635,3,12.97195,77.757889,BIKE,1,0.5273
V000636,3,12.96889,77.751021,CAR,0,0.5023
V000637,3,12.969344,77.757107,AUTO,0,0.5787
V000638,3,12.971474,77.749464,CAR,1,0.477
V000639,3,12.968746,77.744172,CAR,0,0.4662
V000640,3,12.972019,77.752706,AUTO,1,0.4726
V000641,3,12.967321,77.746329,BIKE,1,0.4074
V000642,3,12.973707,77.750157,BUS,1,0.6432
V000643,3,12.970508,77.752508,AUTO,1,0.5956
V000644,3,12.966952,77.75226,CAR,0,0.6328
V000645,3,12.966907,77.748571,CAR,1,0.3866
V000646,3,12.970145,77.745278,TRUCK,1,0.5361
V000647,3,12.968974,77.754099,AUTO,1,0.4998
V000648,3,12.968575,77.754418,BIKE,1,0.6015
V000649,3,12.971082,77.754084,BIKE,0,0.4842
V000650,3,12.972617,77.745899,CAR,0,0.672
V000651,3,12.974633,77.758936,BUS,0,0.6702
V000652,3,12.963154,77.742624,TRUCK,1,0.5806
V000653,3,12.969549,77.752462,CAR,1,0.3757
V000654,3,12.965499,77.753479,BIKE,1,0.4918
V000655,3,12.972765,77.753637,CAR,1,0.4118
V000656,3,12.970838,77.751033,BIKE,0,0.6082
V000657,3,12.964401,77.753489,AUTO,1,0.5723
V000658,3,12.964179,77.753865,CAR,1,0.5056
V000659,3,12.976377,77.746494,AUTO,1,0.5095
V000660,3,12.971122,77.756448,CAR,1,0.4911
V000661,3,12.969644,77.748748,BIKE,0,0.4518
V000662,3,12.96909,77.748491,CAR,1,0.32
V000663,3,12.96136,77.746935,BIKE,0,0.502
V000664,3,12.967571,77.755218,BIKE,1,0.4611
V000665,3,12.974093,77.748375,BIKE,1,0.4266
V000666,3,12.967821,77.752216,AUTO,1,0.48
V000667,3,12.969556,77.748234,TRUCK,1,0.5682
V000668,3,12.973558,77.753904,TRUCK,1,0.9206
V000669,3,12.972616,77.745964,TRUCK,1,0.4967
V000670,3,12.969103,77.750553,BUS,1,0.6805
V000671,3,12.96712,77.754541,CAR,0,0.6429
V000672,3,12.970462,77.753115,BIKE,0,0.6592
V000673,3,12.970057,77.747305,CAR,1,0.5186
V000674,3,12.962258,77.74841,BIKE,1,0.5567
V000675,3,12.971752,77.745684,AUTO,1,0.3546
V000676,3,12.97655,77.753129,BIKE,1,0.3738
V000677,3,12.97051,77.752157,AUTO,0,0.44
V000678,3,12.973103,77.746777,BUS,1,0.5086
V000679,3,12.974839,77.747902,CAR,1,0.4276
V000680,3,12.960763,77.750862,CAR,1,0.4386
V000681,3,12.96992,77.748867,BIKE,1,0.5864
V000682,3,12.963655,77.744091,CAR,1,0.4799
V000683,3,12.972301,77.748883,TRUCK,1,0.4342
V000684,3,12.9711,77.757514,CAR,1,0.4697
V000685,3,12.969706,77.747998,CAR,1,0.3641
V000686,3,12.962894,77.746817,BIKE,1,0.4243
V000687,3,12.966184,77.748959,TRUCK,0,0.327
V000688,3,12.9731,77.747148,AUTO,1,0.6762
V000689,3,12.972639,77.756684,BIKE,1,0.6092
V000690,3,12.969639,77.741219,CAR,0,0.3073
V000691,3,12.965377,77.750262,AUTO,1,0.5638
V000692,3,12.974714,77.750032,BIKE,1,0.5362
V000693,3,12.981058,77.751501,CAR,0,0.5957
V000694,3,12.97297,77.74358,TRUCK,0,0.7184
V000695,3,12.964683,77.752105,AUTO,1,0.4718
V000696,3,12.9775,77.757929,BIKE,1,0.5556
V000697,3,12.974224,77.748684,BIKE,1,0.4994
V000698,3,12.969649,77.743675,BIKE,0,0.6345
V000699,3,12.975647,77.746616,CAR,0,0.5784
V000700,3,12.972889,77.750407,CAR,1,0.3805
V000701,3,12.971766,77.758256,AUTO,0,0.7135
V000702,3,12.973546,77.743819,CAR,0,0.5136
V000703,3,12.964564,77.752443,BIKE,0,0.2935
V000704,3,12.969874,77.748004,BUS,0,0.6567
V000705,3,12.973297,77.754325,CAR,0,0.6379
V000706,3,12.968851,77.745151,CAR,1,0.4354
V000707,3,12.975563,77.749833,CAR,0,0.6704
V000708,3,12.972179,77.749026,TRUCK,0,0.7087
V000709,3,12.970446,77.756592,CAR,0,0.5283
V000710,3,12.965654,77.752043,CAR,0,0.3827
V000711,3,12.971227,77.748782,CAR,1,0.6036
V000712,3,12.972427,77.747091,CAR,1,0.5548
V000713,3,12.966118,77.756273,CAR,1,0.5962
V000714,3,12.969351,77.756245,CAR,1,0.5276
V000715,3,12.971685,77.744657,CAR,1,0.6625
V000716,3,12.966543,77.750708,AUTO,0,0.5922
V000717,3,12.968734,77.747404,BUS,1,0.7427
V000718,3,12.972074,77.747029,AUTO,1,0.4078
V000719,3,12.973507,77.748989,CAR,0,0.5246
V000720,3,12.966495,77.752871,CAR,1,0.5636
V000721,3,12.975325,77.756706,CAR,1,0.6361
V000722,3,12.973203,77.752903,CAR,1,0.6442
V000723,3,12.96962,77.747567,TRUCK,0,0.3222
V000724,3,12.97203,77.74465,CAR,1,0.6274
V000725,3,12.969553,77.751236,BIKE,1,0.7939
V000726,3,12.966601,77.747812,CAR,1,0.544
V000727,3,12.971593,77.748494,CAR,1,0.8491
V000728,3,12.9627,77.755584,CAR,0,0.6662
V000729,3,12.975633,77.750281,BIKE,1,0.6467
V000730,3,12.972946,77.749844,CAR,1,0.6274
V000731,3,12.967946,77.742589,BIKE,1,0.6534
V000732,3,12.971193,77.748938,CAR,0,0.5894
V000733,3,12.974008,77.749745,BIKE,0,0.7927
V000734,3,12.974708,77.752523,TRUCK,1,0.6372
V000735,3,12.969291,77.749314,CAR,0,0.3951
V000736,3,12.970749,77.744616,BIKE,0,0.3633
V000737,3,12.96721,77.748904,BIKE,1,0.3727
V000738,3,12.97527,77.750207,AUTO,1,0.7215
V000739,3,12.972676,77.752493,BIKE,1,0.5918
V000740,3,12.966172,77.750017,CAR,1,0.5518
V000741,3,12.971059,77.749325,BIKE,1,0.3602
V000742,3,12.962862,77.750547,TRUCK,1,0.6085
V000743,3,12.96207,77.744556,CAR,1,0.7868
V000744,3,12.967052,77.750319,BIKE,0,0.474
V000745,3,12.968007,77.745799,AUTO,0,0.5821
V000746,3,12.980306,77.755401,BIKE,0,0.6362
V000747,3,12.964511,77.755131,CAR,1,0.4552
V000748,3,12.965552,77.745093,CAR,0,0.5439
V000749,3,12.966675,77.752089,CAR,1,0.5221
V000750,3,12.969232,77.748887,CAR,1,0.6065
V000751,3,12.970122,77.746873,CAR,1,0.4467
V000752,3,12.971621,77.751123,TRUCK,0,0.5555
V000753,3,12.973445,77.749597,CAR,1,0.7164
V000754,3,12.970928,77.750988,BIKE,0,0.4617
V000755,3,12.968301,77.750284,CAR,0,0.4965
V000756,3,12.967108,77.748104,TRUCK,0,0.3595
V000757,3,12.972327,77.761199,BIKE,1,0.506
V000758,3,12.966892,77.755197,AUTO,1,0.5162
V000759,3,12.972831,77.74909,BIKE,0,0.4904
V000760,3,12.969005,77.744913,CAR,1,0.5976
V000761,3,12.972838,77.751212,CAR,1,0.6208
V000762,3,12.973499,77.751785,BIKE,1,0.6613
V000763,4,12.973581,77.643384,TRUCK,1,0.7509
V000764,4,12.97374,77.640915,BIKE,1,0.3937
V000765,4,12.968119,77.646607,BUS,1,0.839
V000766,4,12.97207,77.648325,CAR,0,0.5609
V000767,4,12.970401,77.644089,BUS,1,0.4427
V000768,4,12.965262,77.636978,CAR,1,0.7207
V000769,4,12.968905,77.640317,TRUCK,1,0.6561
V000770,4,12.968573,77.641836,CAR,1,0.6081
V000771,4,12.970681,77.639093,CAR,0,0.5905
V000772,4,12.968972,77.640949,AUTO,1,0.642
V000773,4,12.975735,77.646128,CAR,1,0.6123
V000774,4,12.970877,77.644617,CAR,1,0.6477
V000775,4,12.96803,77.649774,CAR,1,0.5987
V000776,4,12.973027,77.643513,TRUCK,1,0.6034
V000777,4,12.966369,77.640848,BIKE,1,0.6555
V000778,4,12.962563,77.640824,CAR,1,0.9487
V000779,4,12.974264,77.638232,CAR,0,0.4575
V000780,4,12.964411,77.636603,CAR,1,0.6212
V000781,4,12.967041,77.644056,CAR,1,0.4779
V000782,4,12.96753,77.642869,CAR,1,0.8197
V000783,4,12.97197,77.637094,CAR,1,0.5612
V000784,4,12.973507,77.636707,TRUCK,1,0.6583
V000785,4,12.969945,77.646826,CAR,1,0.6588
V000786,4,12.972125,77.637276,CAR,1,0.5704
V000787,4,12.967038,77.635546,CAR,1,0.3392
V000788,4,12.965506,77.635728,BUS,1,0.8349
V000789,4,12.974469,77.64385,CAR,1,0.4373
V000790,4,12.981685,77.63482,BIKE,1,0.4943
V000791,4,12.97731,77.65089,CAR,1,0.5629
V000792,4,12.970924,77.639935,CAR,1,0.5418
V000793,4,12.973192,77.639936,BIKE,1,0.4878
V000794,4,12.975453,77.64436,CAR,1,0.4494
V000795,4,12.967675,77.644221,TRUCK,0,0.6622
V000796,4,12.972735,77.645999,BIKE,1,0.6764
V000797,4,12.972361,77.639983,CAR,0,0.5195
V000798,4,12.971698,77.646432,BIKE,1,0.3836
V000799,4,12.968992,77.650735,CAR,1,0.6121
V000800,4,12.975853,77.633189,BIKE,1,0.5288
V000801,4,12.968584,77.646438,CAR,0,0.7808
V000802,4,12.970942,77.637983,BIKE,1,0.5006
V000803,4,12.967761,77.634945,CAR,0,0.6463
V000804,4,12.969227,77.642384,BIKE,1,0.6575
V000805,4,12.975001,77.64251,BIKE,1,0.5893
V000806,4,12.968676,77.638712,CAR,0,0.4851
V000807,4,12.968268,77.642334,BIKE,1,0.4959
V000808,4,12.974308,77.638485,AUTO,0,0.7414
V000809,4,12.966887,77.642213,BIKE,1,0.7274
V000810,4,12.977619,77.63997,BIKE,1,0.5818
V000811,4,12.976565,77.642646,BIKE,0,0.6508
V000812,4,12.972584,77.640748,AUTO,0,0.801
V000813,4,12.971921,77.641982,BIKE,0,0.6634
V000814,4,12.96835,77.637341,AUTO,0,0.5427
V000815,4,12.972686,77.636303,BIKE,1,0.5646
V000816,4,12.969002,77.641847,BIKE,1,0.8839
V000817,4,12.971205,77.641569,BIKE,0,0.6019
V000818,4,12.968049,77.640603,BIKE,1,0.6002
V000819,4,12.972144,77.644758,CAR,0,0.6081
V000820,4,12.974188,77.642703,BIKE,1,0.7239
V000821,4,12.971506,77.64218,CAR,1,0.7476
V000822,4,12.972626,77.642861,CAR,1,0.5211
V000823,4,12.963039,77.640322,BIKE,1,0.6011
V000824,4,12.967037,77.637902,CAR,0,0.3065
V000825,4,12.96986,77.645631,BIKE,0,0.7233
V000826,4,12.976005,77.641121,BIKE,0,0.5218
V000827,5,12.938219,77.633606,CAR,1,0.5874
V000828,5,12.937408,77.617442,AUTO,1,0.646
V000829,5,12.934321,77.62676,CAR,1,0.6005
V000830,5,12.933793,77.627603,BIKE,0,0.2898
V000831,5,12.935319,77.626735,CAR,1,0.647
V000832,5,12.931965,77.622065,CAR,1,0.7152
V000833,5,12.932266,77.621918,BUS,0,0.6679
V000834,5,12.938187,77.624147,CAR,1,0.7012
V000835,5,12.931291,77.628569,BIKE,1,0.488
V000836,5,12.930989,77.622064,AUTO,1,0.7459
V000837,5,12.936421,77.623916,BIKE,0,0.99
V000838,5,12.94088,77.617136,BIKE,1,0.5913
V000839,5,12.928267,77.622916,AUTO,1,0.7545
V000840,5,12.932459,77.622261,AUTO,1,0.6233
V000841,5,12.937024,77.619173,CAR,0,0.4206
V000842,5,12.934298,77.625717,BIKE,1,0.4435
V000843,5,12.937215,77.628746,BIKE,0,0.6528
V000844,5,12.931669,77.621515,CAR,1,0.4515
V000845,5,12.936546,77.6161,BIKE,1,0.4857
V000846,5,12.929532,77.633923,AUTO,1,0.5765
V000847,5,12.93373,77.62159,BIKE,1,0.8346
V000848,5,12.937505,77.620487,AUTO,1,0.7333
V000849,5,12.928642,77.616337,BIKE,1,0.6182
V000850,5,12.937362,77.63298,CAR,1,0.7467
V000851,5,12.938751,77.628989,BIKE,1,0.5388
V000852,5,12.937416,77.623968,BIKE,0,0.5656
V000853,5,12.93711,77.631376,AUTO,1,0.5336
V000854,5,12.948284,77.61973,BIKE,1,0.4973
V000855,5,12.943001,77.621827,CAR,0,0.6886
V000856,5,12.931356,77.630131,CAR,1,0.7275
V000857,5,12.936104,77.624185,CAR,1,0.6569
V000858,5,12.930715,77.621106,TRUCK,0,0.4542
V000859,5,12.935092,77.625361,CAR,1,0.6401
V000860,5,12.934129,77.622766,BIKE,0,0.6379
V000861,5,12.939124,77.61755,CAR,1,0.7141
V000862,5,12.936367,77.628976,BIKE,1,0.524
V000863,5,12.93329,77.621303,CAR,1,0.6211
V000864,5,12.930115,77.620169,BIKE,1,0.6274
V000865,5,12.933652,77.627565,CAR,1,0.5513
V000866,5,12.940834,77.614343,CAR,1,0.6757
V000867,5,12.941969,77.621643,AUTO,1,0.4984
V000868,5,12.933433,77.618205,CAR,0,0.4761
V000869,5,12.937004,77.623454,BIKE,1,0.5009
V000870,5,12.933427,77.628885,TRUCK,1,0.4933
V000871,5,12.935201,77.625538,CAR,0,0.831
V000872,5,12.936505,77.624652,CAR,1,0.5852
V000873,5,12.93499,77.626952,BIKE,1,0.515
V000874,5,12.932337,77.624901,CAR,1,0.4005
V000875,5,12.93343,77.62868,AUTO,1,0.6366
V000876,5,12.942548,77.619732,CAR,1,0.7634
V000877,5,12.93178,77.625106,AUTO,0,0.5235
V000878,5,12.927046,77.628987,BIKE,1,0.5703
V000879,5,12.936634,77.620925,BIKE,0,0.3094
V000880,5,12.934401,77.619908,BIKE,1,0.5907
V000881,5,12.932197,77.627876,CAR,0,0.5365
V000882,5,12.93661,77.625856,BIKE,0,0.5356
V000883,5,12.939075,77.626293,BIKE,1,0.5585
V000884,5,12.928981,77.62214,CAR,0,0.4436
V000885,5,12.926389,77.618445,AUTO,1,0.5641
V000886,5,12.942979,77.62575,CAR,1,0.637
V000887,5,12.933678,77.623367,BUS,1,0.6533
V000888,5,12.93593,77.629624,BIKE,0,0.4509
V000889,5,12.936201,77.624764,BIKE,1,0.5243
V000890,5,12.935006,77.622638,CAR,0,0.4977
V000891,5,12.94028,77.622367,AUTO,1,0.6094
V000892,5,12.940913,77.623959,CAR,0,0.6696
V000893,5,12.931733,77.629444,AUTO,0,0.6174
V000894,5,12.939825,77.627561,BIKE,1,0.4094
V000895,5,12.93811,77.625183,BIKE,1,0.4131
V000896,5,12.934987,77.617879,AUTO,1,0.6435
V000897,5,12.942832,77.627891,BUS,1,0.5293
V000898,5,12.93135,77.625833,CAR,0,0.321
V000899,5,12.935605,77.620189,CAR,0,0.6309
V000900,5,12.935227,77.621425,BIKE,1,0.5504
V000901,5,12.937559,77.634377,CAR,0,0.5054
V000902,5,12.936048,77.626027,CAR,1,0.5736
V000903,5,12.939145,77.626654,CAR,1,0.5786
V000904,5,12.931932,77.625692,CAR,1,0.49
V000905,5,12.932487,77.62655,AUTO,0,0.6109
V000906,5,12.936757,77.625363,TRUCK,0,0.575
V000907,5,12.935436,77.621936,BIKE,1,0.7833
V000908,5,12.933919,77.631538,CAR,1,0.4716
V000909,5,12.936494,77.619008,BUS,0,0.5226
V000910,5,12.933199,77.618548,CAR,1,0.7103
V000911,5,12.932396,77.630906,BIKE,1,0.6699
V000912,5,12.937622,77.62345,BIKE,1,0.5597
V000913,5,12.935565,77.628319,BIKE,0,0.6771
V000914,5,12.928245,77.620275,CAR,1,0.6182
V000915,5,12.939357,77.619751,BIKE,1,0.5517
V000916,5,12.940926,77.628134,CAR,1,0.6148
V000917,5,12.935169,77.625965,CAR,0,0.4703
V000918,5,12.937962,77.628731,BIKE,0,0.6127
V000919,5,12.937459,77.624585,AUTO,0,0.2567
V000920,5,12.931924,77.62848,BIKE,0,0.4987
V000921,5,12.942324,77.630994,CAR,0,0.6232
V000922,5,12.930172,77.627077,CAR,1,0.4919
V000923,5,12.937205,77.624972,CAR,1,0.2112
V000924,5,12.936984,77.62409,BUS,1,0.7771
V000925,5,12.936445,77.626251,BIKE,1,0.7053
V000926,5,12.925447,77.622592,CAR,0,0.6713
V000927,5,12.935795,77.629652,AUTO,0,0.5446
V000928,5,12.941206,77.617673,CAR,1,0.525
V000929,5,12.93616,77.623329,BIKE,0,0.6709
V000930,5,12.936521,77.629222,BIKE,1,0.8069
V000931,5,12.934984,77.62673,CAR,1,0.5661
V000932,5,12.940388,77.619939,CAR,1,0.5281
V000933,5,12.933509,77.621836,CAR,1,0.5139
V000934,5,12.931189,77.635425,CAR,1,0.6509
V000935,5,12.93547,77.627885,AUTO,1,0.8007
V000936,5,12.938348,77.621707,BIKE,0,0.456
V000937,5,12.931614,77.619789,CAR,1,0.6176
V000938,5,12.931024,77.622613,BUS,1,0.5073
V000939,5,12.938724,77.624424,TRUCK,1,0.5749
V000940,5,12.93214,77.62518,BIKE,1,0.5517
V000941,5,12.936907,77.622708,CAR,1,0.5975
V000942,5,12.935482,77.622016,CAR,1,0.4666
V000943,5,12.937468,77.621721,TRUCK,1,0.8825
V000944,5,12.938381,77.631911,BIKE,1,0.4856
V000945,5,12.933415,77.626733,CAR,0,0.5982
V000946,5,12.936728,77.627696,BIKE,0,0.4673
V000947,5,12.935604,77.622007,CAR,1,0.5054
V000948,5,12.930067,77.618498,BIKE,1,0.5566
V000949,5,12.936372,77.625561,BIKE,0,0.4908
V000950,5,12.938065,77.624124,BIKE,1,0.7095
V000951,5,12.933241,77.61725,BIKE,0,0.6122
V000952,5,12.936889,77.623106,CAR,0,0.4832
V000953,5,12.932956,77.628938,BIKE,0,0.4741
V000954,5,12.938674,77.623068,CAR,1,0.6145
V000955,5,12.931574,77.624297,CAR,1,0.5372
V000956,5,12.933914,77.620269,BIKE,1,0.619
V000957,5,12.934033,77.633467,AUTO,1,0.3111
V000958,5,12.932075,77.628099,BIKE,1,0.6776
V000959,5,12.934752,77.624081,CAR,0,0.5706
V000960,5,12.938213,77.619579,CAR,1,0.4539
V000961,5,12.936201,77.626521,BIKE,1,0.4085
V000962,5,12.935873,77.627918,BIKE,1,0.4616
V000963,5,12.94663,77.625704,BIKE,1,0.7728
V000964,5,12.931243,77.628739,BIKE,1,0.4002
V000965,5,12.924599,77.623138,CAR,0,0.6585
V000966,5,12.9318,77.619276,AUTO,0,0.5714
V000967,5,12.940109,77.621099,AUTO,0,0.6176
V000968,5,12.929924,77.624548,BIKE,1,0.8177
V000969,5,12.922758,77.627432,TRUCK,1,0.5685
V000970,5,12.936601,77.627885,CAR,1,0.5263
V000971,5,12.936835,77.626671,BIKE,1,0.5783
V000972,5,12.929886,77.632408,CAR,0,0.5074
V000973,5,12.935469,77.622953,BIKE,1,0.5779
V000974,5,12.92577,77.632024,CAR,0,0.5623
V000975,5,12.933316,77.621811,BIKE,0,0.7564
V000976,5,12.932598,77.62269,BIKE,1,0.5505
V000977,5,12.929937,77.616711,CAR,1,0.4495
V000978,5,12.932263,77.616441,BIKE,1,0.4578
V000979,5,12.93595,77.620489,CAR,1,0.3957
V000980,5,12.938673,77.628109,BIKE,1,0.6557
V000981,5,12.933915,77.623695,BIKE,1,0.8245
V000982,5,12.940047,77.618636,TRUCK,0,0.5028
V000983,5,12.928816,77.626881,CAR,1,0.66
V000984,5,12.935546,77.620902,CAR,1,0.5401
V000985,5,12.93045,77.625221,BIKE,1,0.4178
V000986,5,12.933423,77.628248,BIKE,1,0.6494
V000987,5,12.933035,77.625588,CAR,1,0.5046
V000988,5,12.933805,77.625404,CAR,1,0.7711
V000989,5,12.937437,77.618631,CAR,1,0.4477
V000990,5,12.934839,77.626959,CAR,0,0.7306
V000991,5,12.926871,77.624782,BIKE,1,0.5831
V000992,5,12.940162,77.62764,CAR,1,0.4646
V000993,5,12.932098,77.626502,BIKE,1,0.6228
V000994,5,12.935609,77.617584,AUTO,1,0.5738
V000995,5,12.93385,77.627812,CAR,0,0.6025
V000996,5,12.93969,77.629284,BUS,1,0.6187
V000997,5,12.937935,77.620855,AUTO,1,0.7878
V000998,5,12.932527,77.625527,CAR,1,0.3795
V000999,5,12.936682,77.622414,TRUCK,1,0.5483
V001000,5,12.942758,77.63004,BIKE,1,0.6225
V001001,5,12.93972,77.621181,BUS,1,0.5707
V001002,5,12.94346,77.62482,BIKE,1,0.325
V001003,5,12.932547,77.627006,TRUCK,1,0.6105
V001004,5,12.935703,77.622862,CAR,1,0.4469
V001005,5,12.934488,77.618846,BUS,1,0.6987
V001006,5,12.932719,77.625093,AUTO,1,0.6474
V001007,5,12.937546,77.625283,AUTO,1,0.3746
V001008,5,12.936878,77.62606,AUTO,1,0.6131
V001009,6,13.035537,77.594745,TRUCK,1,0.6387
V001010,6,13.034427,77.600123,BIKE,1,0.726
V001011,6,13.034602,77.594213,CAR,1,0.7714
V001012,6,13.029194,77.598699,CAR,1,0.6222
V001013,6,13.030716,77.591354,CAR,1,0.9209
V001014,6,13.032064,77.594958,BIKE,1,0.5771
V001015,6,13.040174,77.595397,AUTO,1,0.5948
